,drug_concept_id,ATC_1_id,ATC_1_name,ATC_2_id,ATC_2_name,ATC_3_id,ATC_3_name,ATC_4_id,ATC_4_name,ATC_5_id,ATC_5_name
130,755695,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604709,Selective serotonin reuptake inhibitors,21604711,fluoxetine
131,715997,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604792,ANTI-DEMENTIA DRUGS,21604793,Anticholinesterases,21604795,donepezil
132,722031,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604709,Selective serotonin reuptake inhibitors,21604713,paroxetine
133,1110942,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603327,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603358,Other systemic drugs for obstructive airway diseases,21603362,omalizumab
134,1547504,21600001,ALIMENTARY TRACT AND METABOLISM,21600712,DRUGS USED IN DIABETES,21600744,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",21600779,Thiazolidinediones,21600781,rosiglitazone
135,717607,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604729,Other antidepressants,21604751,desvenlafaxine
136,743670,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604729,Other antidepressants,21604745,venlafaxine
137,1762711,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,1501761,Antivirals for treatment of HCV infections,1501793,ribavirin
138,1388796,21605212,VARIOUS,21605227,ALL OTHER THERAPEUTIC PRODUCTS,21605228,ALL OTHER THERAPEUTIC PRODUCTS,21605268,Detoxifying agents for antineoplastic treatment,21605271,calcium folinate
139,729855,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604070,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",21604089,"Other muscle relaxants, peripherally acting agents",21604090,botulinum toxin
140,757352,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604606,HYPNOTICS AND SEDATIVES,21604653,Benzodiazepine related drugs,21604657,eszopiclone
141,1315942,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601445,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,21603722,Taxanes,21603724,docetaxel
142,1525215,21600001,ALIMENTARY TRACT AND METABOLISM,21600712,DRUGS USED IN DIABETES,21600744,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",21600779,Thiazolidinediones,21600782,pioglitazone
143,1336825,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,21603804,bortezomib
144,1326303,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21601239,CARDIAC GLYCOSIDES,21601240,Digitalis glycosides,21600234,digoxin
145,1106776,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603282,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",21603292,Anticholinergics,21603296,tiotropium bromide
146,1363053,21601237,CARDIOVASCULAR SYSTEM,21600381,ANTIHYPERTENSIVES,21600409,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",21600410,Alpha-adrenoreceptor antagonists,21600414,doxazosin
147,1116031,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604364,ANTIMIGRAINE PREPARATIONS,21604375,Selective serotonin (5HT1) agonists,21604378,zolmitriptan
148,718122,21604180,NERVOUS SYSTEM,21604389,ANTIEPILEPTICS,21604390,ANTIEPILEPTICS,21604416,Carboxamide derivatives,21604418,oxcarbazepine
149,43526424,21604180,NERVOUS SYSTEM,21604801,OTHER NERVOUS SYSTEM DRUGS,21604838,OTHER NERVOUS SYSTEM DRUGS,21604840,Other nervous system drugs,43534833,dimethyl fumarate
150,1115572,21605007,RESPIRATORY SYSTEM,21602098,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",21605009,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,21603283,Glucocorticoids,21603284,beclometasone
151,987153,,,,,,,,,,
152,1708880,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21600003,STOMATOLOGICAL PREPARATIONS,21600011,Antiinfectives and antiseptics for local oral treatment,21600032,minocycline
153,1301025,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600972,Heparin group,21600976,enoxaparin
154,1549786,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602514,ESTROGENS,21602515,"Natural and semisynthetic estrogens, plain",21602516,ethinylestradiol
155,1518148,21601237,CARDIOVASCULAR SYSTEM,21601853,LIPID MODIFYING AGENTS,21601854,"LIPID MODIFYING AGENTS, PLAIN",21601875,Bile acid sequestrants,21601879,colesevelam
156,19126544,,,,,,,,,,
157,1513103,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602618,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602624,Selective estrogen receptor modulators,21602625,raloxifene
158,1102527,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604254,OPIOIDS,21604269,Phenylpiperidine derivatives,21604271,pethidine
159,993631,21600001,ALIMENTARY TRACT AND METABOLISM,21600046,DRUGS FOR ACID RELATED DISORDERS,21600047,ANTACIDS,21600048,Magnesium compounds,21600052,magnesium hydroxide
160,1522957,21602681,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",21602682,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,21602709,HYPOTHALAMIC HORMONES,21602714,Somatostatin and analogues,21602716,octreotide
161,1596977,21600001,ALIMENTARY TRACT AND METABOLISM,21600712,DRUGS USED IN DIABETES,21600713,INSULINS AND ANALOGUES,21600714,"Insulins and analogues for injection, fast-acting",21600715,insulin (human)
162,751246,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604555,Lithium,21604556,lithium
163,715259,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604729,Other antidepressants,21604749,duloxetine
164,1151789,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603907,Tumor necrosis factor alpha (TNF-) inhibitors,21603908,etanercept
165,942350,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601516,HIGH-CEILING DIURETICS,21601517,"Sulfonamides, plain",21601521,torasemide
166,1139699,,,,,,,,,,
167,749910,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604091,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",21604092,Carbamic acid esters,21604094,carisoprodol
168,997276,21600001,ALIMENTARY TRACT AND METABOLISM,21600046,DRUGS FOR ACID RELATED DISORDERS,21600080,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),21600081,H2-receptor antagonists,21600082,cimetidine
169,780369,,,,,,,,,,
170,1351115,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600360,OTHER CARDIAC PREPARATIONS,21600363,Other cardiac preparations,21600370,ubidecarenone
171,735979,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604557,Other antipsychotics,21604559,risperidone
172,719174,21604180,NERVOUS SYSTEM,21604443,ANTI-PARKINSON DRUGS,21604444,ANTICHOLINERGIC AGENTS,21604459,Ethers of tropine or tropine derivatives,21604460,benzatropine
173,766529,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604515,Butyrophenone derivatives,21604516,haloperidol
174,911735,21600001,ALIMENTARY TRACT AND METABOLISM,21600046,DRUGS FOR ACID RELATED DISORDERS,21600080,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),21600095,Proton pump inhibitors,21600099,rabeprazole
175,40171288,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603914,Interleukin inhibitors,21603921,tocilizumab
176,1036228,21600001,ALIMENTARY TRACT AND METABOLISM,21600046,DRUGS FOR ACID RELATED DISORDERS,21600080,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),21600109,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),21600111,sucralfate
177,1704183,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603180,"Antivirals for treatment of HIV infections, combinations",21603164,lamivudine
178,957797,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600554,Bulk-forming laxatives,21600555,ispaghula (psylla seeds)
179,1321636,21601237,CARDIOVASCULAR SYSTEM,21600381,ANTIHYPERTENSIVES,21600438,OTHER ANTIHYPERTENSIVES,21600447,Antihypertensives for pulmonary arterial hypertension,21600448,bosentan
180,1750500,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602968,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",21602969,Macrolides,21602977,clarithromycin
181,1797513,21603550,SENSORY ORGANS,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21603006,QUINOLONE ANTIBACTERIALS,21603594,Other antiinfectives,21603009,ciprofloxacin
182,1383815,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600315,VASODILATORS USED IN CARDIAC DISEASES,21600316,Organic nitrates,21600324,isosorbide mononitrate
183,1560171,21600001,ALIMENTARY TRACT AND METABOLISM,21600712,DRUGS USED IN DIABETES,21600744,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",21600749,Sulfonylureas,21600756,glipizide
184,1511646,21603931,MUSCULO-SKELETAL SYSTEM,21604146,DRUGS FOR TREATMENT OF BONE DISEASES,21604147,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,21604148,Bisphosphonates,21604151,pamidronic acid
185,780442,21604180,NERVOUS SYSTEM,21604801,OTHER NERVOUS SYSTEM DRUGS,21604816,DRUGS USED IN ADDICTIVE DISORDERS,21604817,Drugs used in nicotine dependence,21604819,varenicline
186,1512480,21603931,MUSCULO-SKELETAL SYSTEM,21604146,DRUGS FOR TREATMENT OF BONE DISEASES,21604147,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,21604148,Bisphosphonates,21604154,ibandronic acid
187,19037038,21600001,ALIMENTARY TRACT AND METABOLISM,21600857,MINERAL SUPPLEMENTS,21600858,CALCIUM,21600859,Calcium,21600862,calcium gluconate
188,1107830,21605007,RESPIRATORY SYSTEM,21603444,ANTIHISTAMINES FOR SYSTEMIC USE,21603445,ANTIHISTAMINES FOR SYSTEMIC USE,21603503,Other antihistamines for systemic use,21603514,loratadine
189,998415,21601907,DERMATOLOGICALS,21602098,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",21602099,"CORTICOSTEROIDS, PLAIN",21602140,"Corticosteroids, very potent (group IV)",21602141,clobetasol
190,1133201,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604254,OPIOIDS,21604825,Drugs used in opioid dependence,21604826,buprenorphine
191,918906,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602628,UROLOGICALS,21602633,Drugs for urinary frequency and incontinence,21602637,oxybutynin
192,1550023,21600001,ALIMENTARY TRACT AND METABOLISM,21600712,DRUGS USED IN DIABETES,21600713,INSULINS AND ANALOGUES,21600714,"Insulins and analogues for injection, fast-acting",21600732,insulin lispro
193,19049024,,,,,,,,,,
194,721724,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604687,Non-selective monoamine reuptake inhibitors,21604697,nortriptyline
195,720810,21604180,NERVOUS SYSTEM,21604443,ANTI-PARKINSON DRUGS,21604462,DOPAMINERGIC AGENTS,21604472,Dopamine agonists,21604477,pramipexole
196,42900584,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,43534822,teriflunomide
197,922570,21601907,DERMATOLOGICALS,21600600,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",21601909,ANTIFUNGALS FOR TOPICAL USE,21600602,Antibiotics,21600021,various
198,916943,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600596,Other drugs for constipation,43534744,tegaserod
199,40165377,,,,,,,,,,
200,997881,21601907,DERMATOLOGICALS,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602282,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,21602984,Lincosamides,21602305,clindamycin
201,1318853,21601237,CARDIOVASCULAR SYSTEM,21601744,CALCIUM CHANNEL BLOCKERS,21601745,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,21601746,Dihydropyridine derivatives,21601751,nifedipine
202,19045045,21600001,ALIMENTARY TRACT AND METABOLISM,21600800,VITAMINS,21600810,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",21600815,Vitamin D and analogues,21600816,ergocalciferol
203,920458,21602681,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",21605187,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,21605199,CORTICOSTEROIDS,21605200,Corticosteroids,21602120,betamethasone
204,920293,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21603041,OTHER ANTIBACTERIALS,21603057,Nitrofuran derivatives,21603058,nitrofurantoin
205,740910,21604180,NERVOUS SYSTEM,21604389,ANTIEPILEPTICS,21604390,ANTIEPILEPTICS,21604397,Hydantoin derivatives,21604399,phenytoin
206,1560305,,,,,,,,,,
207,19049105,,,,,,,,,,
208,19137042,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603926,Other immunosuppressants,21603928,thalidomide
209,1367500,21601237,CARDIOVASCULAR SYSTEM,21601782,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,21601822,"ANGIOTENSIN II ANTAGONISTS, PLAIN",21601823,"Angiotensin II antagonists, plain",21601824,losartan
210,941258,21600001,ALIMENTARY TRACT AND METABOLISM,21600531,DRUGS FOR CONSTIPATION,21600532,DRUGS FOR CONSTIPATION,21600533,"Softeners, emollients",21600535,docusate sodium
211,1337620,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601421,ANTIMETABOLITES,21601434,Pyrimidine analogues,21601440,capecitabine
212,719311,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604752,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",21604753,Centrally acting sympathomimetics,21604755,dexamfetamine
213,912263,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603907,Tumor necrosis factor alpha (TNF-) inhibitors,21603912,certolizumab pegol
214,1343916,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21603671,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,21600280,Adrenergic and dopaminergic agents,21600303,epinephrine
215,913782,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602628,UROLOGICALS,21602633,Drugs for urinary frequency and incontinence,21602640,tolterodine
216,741530,21600001,ALIMENTARY TRACT AND METABOLISM,21600679,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",21600680,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",21600693,Peripherally acting antiobesity products,21600694,orlistat
217,1703687,21601907,DERMATOLOGICALS,21602054,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,21603127,DIRECT ACTING ANTIVIRALS,21603585,Antivirals,21603131,aciclovir
218,19058572,21600001,ALIMENTARY TRACT AND METABOLISM,21600857,MINERAL SUPPLEMENTS,21600858,CALCIUM,21600859,Calcium,43534757,calcium citrate
219,916005,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602628,UROLOGICALS,21602633,Drugs for urinary frequency and incontinence,21602641,solifenacin
220,923081,21603550,SENSORY ORGANS,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21603006,QUINOLONE ANTIBACTERIALS,21603594,Other antiinfectives,21603008,ofloxacin
221,725131,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604729,Other antidepressants,21604740,mirtazapine
222,1343346,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601445,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,21601446,Vinca alkaloids and analogues,21601450,vinorelbine
223,19003999,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,21603896,mycophenolic acid
224,720727,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604606,HYPNOTICS AND SEDATIVES,21604653,Benzodiazepine related drugs,21604656,zaleplon
225,1300978,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603812,ENDOCRINE THERAPY,21603813,HORMONES AND RELATED AGENTS,21603819,Progestogens,21603820,megestrol
226,1548195,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602514,ESTROGENS,21602515,"Natural and semisynthetic estrogens, plain",21602517,estradiol
227,1237049,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603327,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603328,Xanthines,21603332,theophylline
228,1748921,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603148,Protease inhibitors,21603151,ritonavir
229,1636780,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602506,ANDROGENS,21602507,3-oxoandrosten (4) derivatives,21602510,testosterone
230,715233,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604091,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",21604114,Other centrally acting agents,21604115,baclofen
231,996416,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602666,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,21602674,Testosterone-5-alpha reductase inhibitors,21602675,finasteride
232,19037833,21600001,ALIMENTARY TRACT AND METABOLISM,21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600482,PROPULSIVES,21600483,Propulsives,21600486,domperidone
233,1317640,21601237,CARDIOVASCULAR SYSTEM,21601782,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,21601822,"ANGIOTENSIN II ANTAGONISTS, PLAIN",21601823,"Angiotensin II antagonists, plain",21601830,telmisartan
234,778711,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604091,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",21604114,Other centrally acting agents,21604122,cyclobenzaprine
235,742267,21604180,NERVOUS SYSTEM,21604389,ANTIEPILEPTICS,21604390,ANTIEPILEPTICS,21604428,Other antiepileptics,21604433,topiramate
236,1344381,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603812,ENDOCRINE THERAPY,21603829,HORMONE ANTAGONISTS AND RELATED AGENTS,21603834,Anti-androgens,21603837,bicalutamide
237,1363749,21601237,CARDIOVASCULAR SYSTEM,21601782,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,21601783,"ACE INHIBITORS, PLAIN",21601784,"ACE inhibitors, plain",21601793,fosinopril
238,1707164,21604847,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",21602054,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,21600003,STOMATOLOGICAL PREPARATIONS,21602095,Other chemotherapeutics,21600027,metronidazole
239,1113648,21603931,MUSCULO-SKELETAL SYSTEM,21603932,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,21603933,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",21603998,"Other antiinflammatory and antirheumatic agents, non-steroids",21603999,nabumetone
240,1316354,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601462,"LOW-CEILING DIURETICS, THIAZIDES",21601463,"Thiazides, plain",21601464,bendroflumethiazide
241,904542,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601532,POTASSIUM-SPARING AGENTS,21601538,Other potassium-sparing agents,21601540,triamterene
242,1178663,21603931,MUSCULO-SKELETAL SYSTEM,21603932,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,21603933,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",21603940,Acetic acid derivatives and related substances,21603941,indometacin
243,904525,21603550,SENSORY ORGANS,21603551,OPHTHALMOLOGICALS,21603671,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,21603709,Prostaglandin analogues,21603712,bimatoprost
244,905233,21605007,RESPIRATORY SYSTEM,21602098,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",21603282,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",21603283,Glucocorticoids,21602132,mometasone
245,757688,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604557,Other antipsychotics,21604562,aripiprazole
246,1350310,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,40252639,cilostazol
247,906780,21600001,ALIMENTARY TRACT AND METABOLISM,21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600482,PROPULSIVES,21600483,Propulsives,21600484,metoclopramide
248,1101554,21603931,MUSCULO-SKELETAL SYSTEM,21604128,ANTIGOUT PREPARATIONS,21604129,ANTIGOUT PREPARATIONS,21604140,Preparations with no effect on uric acid metabolism,21604141,colchicine
249,40165651,,,,,,,,,,
250,1154332,21605007,RESPIRATORY SYSTEM,21605008,NASAL PREPARATIONS,21603207,NASAL DECONGESTANTS FOR SYSTEMIC USE,21603208,Sympathomimetics,21603210,pseudoephedrine
251,19035631,21601907,DERMATOLOGICALS,21600800,VITAMINS,21600810,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",21602037,Other antipsoriatics for topical use,21602040,calcitriol
252,1567198,21600001,ALIMENTARY TRACT AND METABOLISM,21600712,DRUGS USED IN DIABETES,21600713,INSULINS AND ANALOGUES,21600714,"Insulins and analogues for injection, fast-acting",21600719,insulin aspart
253,19090984,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604752,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",21604753,Centrally acting sympathomimetics,1588640,armodafinil
254,1308738,21600959,BLOOD AND BLOOD FORMING ORGANS,21601077,ANTIANEMIC PREPARATIONS,21601119,VITAMIN B12 AND FOLIC ACID,21601120,Vitamin B12 (cyanocobalamin and analogues),21601121,cyanocobalamin
255,1705674,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602929,SULFONAMIDES AND TRIMETHOPRIM,21602930,Trimethoprim and derivatives,21602931,trimethoprim
256,1337068,21601237,CARDIOVASCULAR SYSTEM,21600381,ANTIHYPERTENSIVES,21600438,OTHER ANTIHYPERTENSIVES,21600447,Antihypertensives for pulmonary arterial hypertension,21600449,ambrisentan
257,907013,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601489,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",21601490,"Sulfonamides, plain",21601496,metolazone
258,1383925,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600315,VASODILATORS USED IN CARDIAC DISEASES,21600316,Organic nitrates,21600321,isosorbide dinitrate
259,1507705,21602681,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",21602722,CORTICOSTEROIDS FOR SYSTEMIC USE,21602723,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",21602728,Glucocorticoids,21602738,cortisone
